uid,entry index,hour,rate,sleep interference,cs65_gpa
u52,9,6,1,2,0.00
u52,10,6,2,1,0.00
u52,11,6,1,1,0.00
u52,12,6,1,1,0.00
u52,13,9,1,1,0.00
u52,14,7,2,1,0.00
u52,15,4,1,1,0.00
u52,16,9,1,1,0.00
u52,17,4,1,1,0.00
u52,18,10,1,1,0.00
u52,19,9,1,1,0.00
u52,20,9,2,1,0.00
u52,21,7,1,2,0.00
u52,22,9,2,1,0.00
u52,23,1,2,1,0.00
